country_code,female,age,educ,inc_q,urbanicity,account_mob,dig_account,anydigpayment,internet_use,wgt,mmpi_2023,reg_index,reg_cons_prot,reg_kyc_prop,reg_entry_lim,reg_max_lim,reg_agent_el,num_providers,earliest_launch
KEN,1,29,2.0,4,1,1,1,1,1,0.936882980044495,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,32,2.0,2,1,1,1,1,0,0.649861550462057,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,38,2.0,4,2,1,1,1,1,1.0273054156348,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,22,2.0,5,2,1,1,1,1,0.523701769757455,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,55,1.0,4,1,1,1,1,0,0.692202528073462,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,40,1.0,5,2,1,1,1,1,0.665874448708483,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,30,2.0,1,2,1,1,1,0,2.24522152839278,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,45,1.0,1,1,1,1,1,0,2.36796041422956,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,54,2.0,5,2,1,1,1,1,0.812756561574846,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,26,2.0,3,1,1,1,1,1,0.561305382098195,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,28,1.0,2,2,1,1,1,0,1.08622788292244,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,32,2.0,1,1,1,1,1,1,0.331404980501671,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,19,2.0,5,1,1,1,1,1,0.742745859339612,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,38,2.0,3,2,1,1,1,1,0.559492197159322,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,29,2.0,4,2,1,1,1,1,1.04261671198139,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,42,1.0,2,1,1,1,1,0,1.15553126126587,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,21,2.0,1,2,1,1,1,0,0.413044091501453,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,23,2.0,2,1,1,1,1,1,2.43679822803656,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,23,2.0,3,1,1,1,1,0,0.447031549747607,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,30,3.0,5,1,1,1,1,1,0.530024157109239,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,36,1.0,3,1,0,0,0,0,1.2594801049671,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,21,2.0,5,1,1,1,1,1,0.331404980501671,Very high,88.0,100.0,0,100,100,100,4,2007
