feature,importance
dig_account,0.4803994679019083
anydigpayment,0.3592434636678536
wgt,0.04608724015751623
internet_use,0.039655975688575665
age,0.03310418044690611
inc_q,0.02212087913653966
educ,0.011809629015546249
female,0.005042723238804889
urbanicity,0.0025364407463493235
country_code,0.0
mmpi_2023,0.0
reg_index,0.0
reg_cons_prot,0.0
reg_kyc_prop,0.0
reg_entry_lim,0.0
reg_max_lim,0.0
reg_agent_el,0.0
num_providers,0.0
earliest_launch,0.0
