feature,importance
dig_account,0.5060413799564307
anydigpayment,0.3595133585569134
age,0.036097382506116237
wgt,0.03273650478876194
internet_use,0.027271821630521723
inc_q,0.017657312282862367
educ,0.012531124222869892
urbanicity,0.004863159736363378
female,0.0032879563191604384
reg_index,0.0
reg_cons_prot,0.0
reg_kyc_prop,0.0
reg_entry_lim,0.0
reg_max_lim,0.0
reg_agent_el,0.0
num_providers,0.0
earliest_launch,0.0
