"year","economy","economycode","regionwb","pop_adult","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity","account_fin","account_mob","account","dig_account","borrowed","saved","receive_wages","receive_transfers","receive_pensions","receive_agriculture","merchantpay_dig","pay_utilities","domestic_remittances","anydigpayment","fin2","fin3","fin4","fin5","fin6","fin7","fin8","fin9a","fin9b","fin10","fin11_0","fin11_1","fin11_2","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin13_1","fin13a","fin13b","fin13c","fin13d","fin13e","fin13f","fin13f_1","fin14a","fin14b","fin14c","fin14d","fin14e","fin15","fin16","fin17a","fin17b","fin17c","fin17d","fin17e","fin17f","fin18","fin19","fin20","fin21","fin22a","fin22a_1","fin22b","fin22c","fin22d","fin22e","fin22f","fin22g","fin22h","fin23","fin24","fin24a","fin24b","fin24c","fin24d1","fin24d2","fin24d3","fin25e1","fin25e2","fin25e3","fin25e4","fin26a","fin26b","fin27","fh1","fin28","fh2","fin29","fh2a","fin30","fin31a","fin31b","fin31c","fin31d","fin32","fin33","fin34a","fin34b","fin34c","fin34d","fin35","fin36","fin36a","fin37","fin38","fin39a","fin39b","fin39c","fin39d","fin40","fin41","fin41a","fin42","fin43a","fin43b","fin43c","fin43d","fin44","fin45","internet_use","con1","con2a","con2b","con2c","con2d","con2e","con2f","con2g","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30a","con30b","con30c","con30d","con30e","con30f","con30g","con30h","con31a","con31b","con31c","con31d","con31e","con31f","con31g","con31h","con32"
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,179924919,0.209111149824947,2,63,2,1,2,1,1,0,1,0,1,0,4,4,4,4,0,2,3,0,1,2,2,4,1,,2,2,2,2,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,5,1,3,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,6,0,1,,,,,,,,,,,,,,2,2,1,2,,2,,,1,1,1,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,1,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,158112866,0.951956890187042,1,44,2,4,1,1,1,1,1,1,1,1,2,3,4,1,0,4,1,1,2,2,1,3,3,1,1,1,2,2,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,,1,1,1,2,1,1,,2,1,1,2,1,1,1,1,2,1,,,,5,2,4,1,1,1,1,2,2,,1,2,2,,1,1,1,1,1,2,,,,,1,2,2,2,1,,,,,1,2,2,2,2,2,,,,1,2,1,,,2,3,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,1,2,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,152817659,0.209111149824947,2,28,2,5,1,1,0,1,1,1,1,1,4,4,4,4,0,1,1,1,2,,,,,,,,,,,,,,,,,,,1,2,2,3,1,2,2,,,,,,,,,2,1,2,2,2,2,,2,2,,2,2,1,,1,2,2,,,,2,1,2,2,,,,1,2,,4,2,2,,1,1,1,1,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,210341437,0.682115745169292,2,31,1,1,1,1,1,1,1,1,1,1,1,4,4,1,0,4,1,1,2,2,2,3,3,1,1,1,1,2,,,,,,,,,,,3,2,3,1,1,1,2,,,,,,,,2,1,1,2,1,1,,2,2,,2,1,1,2,1,2,2,,,,5,3,2,1,1,1,2,2,2,,4,2,2,,1,1,1,2,2,2,,,,,1,2,1,1,,,1,2,,2,2,,,,,,,,1,1,1,,,2,6,1,1,,,,,,,,,,,,,,2,2,2,1,,1,,1,2,2,,2,1,2,2,2,1,4,1,3,,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,210487803,1.33441914680525,2,29,2,4,1,1,0,1,1,1,1,1,4,4,4,1,0,4,1,1,2,,,,,,,,,,,,,,,,,,,2,1,1,2,1,1,2,,,,,,,,,2,1,1,1,2,1,,1,1,1,2,1,1,1,1,1,1,,,,1,1,1,1,1,2,2,2,2,,4,2,2,,1,1,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,1,,,2,3,1,1,,,,,,,,,,,,,,2,2,2,1,,1,,1,1,1,2,2,2,,2,2,1,4,2,,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,131447454,1.97228247677091,1,54,1,1,2,1,0,0,0,0,0,1,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,,2,2,,2,2,2,2,2,2,2,,,2,2,2,4,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,153575688,2.85244766871731,1,27,1,3,2,1,0,0,0,0,1,1,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,2,2,,2,,,,1,2,2,,2,,1,,1,2,1,,,,2,1,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,2,1,,1,,1,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,115784777,0.43696510208308,1,25,1,4,1,1,0,0,0,0,1,1,4,4,4,2,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,2,2,,2,,,,1,2,2,,2,,1,,1,2,2,,,,5,2,2,1,1,1,,,,,,,,,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,1,3,0,2,1,1,2,2,1,2,2,5,1,2,2,1,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,141482053,2.01529849559635,1,22,2,4,1,1,0,1,1,1,1,1,2,4,4,4,0,1,2,1,2,,,,,,,,,,,,,,,,,,,2,2,3,3,1,1,2,,,,,,,,,2,1,2,3,2,2,,2,2,,2,2,1,,2,2,1,,,,2,1,4,2,,,,2,2,,4,1,2,,1,2,1,2,2,1,2,1,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,1,0,2,1,2,2,2,2,2,1,1,1,2,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,138265371,1.59738901808221,1,20,1,1,1,1,0,1,1,1,1,1,2,4,4,2,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,2,3,2,1,1,2,,,,,,,,,2,1,2,2,1,2,,2,1,1,2,1,1,,2,2,1,,,,2,1,4,1,1,1,2,2,2,,1,2,2,,1,1,1,1,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,1,2,2,1,,2,2,1,1,,,,,,,,,,,,,,2,2,2,1,,1,,1,1,2,,2,1,2,1,1,,2,1,2,,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,112987023,0.427082095266532,1,27,2,4,1,1,1,1,1,1,1,1,4,2,4,2,0,4,1,1,2,2,2,3,4,1,1,1,2,2,,,,,,,,,,,1,1,1,1,1,2,,,,,,,,,1,1,1,1,1,2,,2,2,,2,1,1,1,1,1,1,,,,5,3,1,1,1,1,1,2,2,,4,2,2,,1,1,2,,2,2,,,,,2,,,,,,,,,1,2,2,2,1,,,,,1,2,2,1,,2,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,1,1,,1,1,1,,1,1,1,1,1,2,1,2,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,121242901,1.15422298768712,2,35,2,4,1,1,0,0,0,0,1,1,4,4,4,4,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,,2,2,,2,2,1,,2,2,2,,,,3,2,3,2,,,,2,2,,4,2,2,,1,1,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,2,,1,2,1,1,2,2,2,2,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,146215727,1.21732174954852,1,38,2,4,2,1,0,0,0,0,1,0,4,4,4,2,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,1,2,,2,,,,2,2,2,,2,,2,,1,2,2,,,1,5,1,3,1,1,1,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,2,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,1,1,1,1,2,1,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,119009481,0.533529895692903,2,24,2,4,1,1,0,1,1,1,1,1,1,5,4,4,1,1,1,1,2,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,2,,,,,,,,,2,1,1,2,2,2,,2,2,,2,2,1,2,1,1,1,,,,5,2,3,2,,,,1,1,3,,1,2,,1,1,1,1,1,1,2,1,,,1,2,2,1,,,4,5,,3,2,,,,,,,,2,,,,,,7,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,2,1,1,1,3,,1,1,1,1,1,2,1,1,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,177075295,0.437638469141243,1,46,1,5,1,1,1,0,1,0,1,1,4,4,4,4,0,4,3,0,2,2,2,3,1,,2,1,2,2,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,,,,,2,2,,2,,1,2,2,2,2,,,,2,1,2,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,2,1,,1,,2,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,187908904,1.44492195784619,1,60,1,2,2,1,0,0,0,0,1,1,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,2,2,,1,,,,,2,2,,2,,1,2,1,2,2,,,,2,1,1,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,2,2,2,2,1,2,2,1,7,1,2,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,123937425,0.96960116309951,1,31,1,2,1,1,0,1,1,1,1,1,4,4,4,2,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,,,,,,,,2,1,1,2,1,2,,2,2,,2,2,1,1,1,2,1,,,,4,3,2,1,1,1,2,2,2,,4,2,2,,1,1,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,5,1,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,4,1,1,2,1,1,2,2,1,3,2,,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,138590987,1.9328081311853,1,16,1,3,2,1,0,0,0,0,1,1,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,,2,,,,1,2,2,,2,,1,,2,2,2,,,,2,2,4,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,2,1,2,2,2,1,2,1,5,1,1,2,1,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,208783219,0.5370698095321,1,24,2,5,1,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,1,1,2,2,3,,1,2,1,1,,,,,,,,,,,1,2,1,1,1,2,,,,,,,,,1,1,1,1,1,2,,2,2,,2,2,1,1,2,1,2,2,,,3,2,2,2,,,,2,1,3,,2,2,,1,1,1,1,2,2,,,,,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,2,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,157017418,0.453399417484504,1,39,1,3,1,1,0,0,0,0,1,1,4,4,4,2,0,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,,1,,,,,2,2,,2,,2,1,1,1,1,,,,5,1,4,1,1,1,,,,,,,,,2,,2,,2,1,2,1,1,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,1,1,1,1,1,2,2,2,2,,,,,,,,,,,,,1,1,2,1,2,1,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,193504888,1.6112094285963,1,16,1,1,1,1,0,0,0,0,1,1,4,4,4,2,0,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1,2,2,,2,,,,1,2,2,,2,,1,,1,2,1,,,,2,2,3,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,5,0,2,1,2,2,2,1,2,1,1,1,2,2,1,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,186372852,1.6112094285963,1,18,2,5,1,1,0,1,1,1,0,1,4,4,4,4,0,1,1,1,2,,,,,,,,,,,,,,,,,,,2,1,3,3,1,1,2,,,,,,,,,2,1,2,1,2,2,,2,2,,2,2,2,,2,2,2,,,2,1,2,3,1,1,2,2,2,2,,4,1,2,,1,1,1,1,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,0,1,,,,,,,,,,,,,,2,2,2,1,,1,,1,2,1,1,1,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,166608782,0.959849309753148,1,23,2,5,1,1,0,1,1,1,1,1,4,4,4,1,1,1,3,1,2,,,,,,,,,,,,,,,,,,,2,3,3,3,1,1,1,2,,,,,,,,2,1,2,3,2,1,,2,2,,2,2,1,,1,2,1,,,,5,1,2,1,1,1,2,1,1,1,,1,2,,2,,2,,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,1,2,1,,,2,5,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,1,1,1,2,1,2,2,2,2,,,,,,,,,,,,,1,1,2,2,1,1,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,178644122,0.977990031407281,1,28,1,3,1,1,0,0,0,0,1,1,4,4,4,2,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,,1,,,,,2,2,,2,,1,1,1,1,1,,,,5,3,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,5,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,1,2,2,2,,2,2,2,,,,,,,,,,,,,1,8,2,2,2,2,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,153396309,1.43977396462972,1,21,2,2,2,2,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,5,1,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,2,1,2,2,1,2,6,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,200019427,1.06492601205481,1,18,1,1,1,1,0,1,1,1,1,0,4,4,4,2,0,4,1,1,2,,,,,,,,,,,,,,,,,,,2,2,3,2,2,2,2,,,,,,,,,2,2,2,,,,2,2,1,1,2,1,1,,2,2,1,,,,2,2,2,1,2,2,2,2,2,,4,2,2,,1,2,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,2,1,1,,,,,,,,,,,,,,2,2,2,1,,1,,1,2,2,,1,2,,2,1,,3,2,,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,184769539,0.209111149824947,2,23,2,5,2,2,1,1,1,1,1,1,4,4,4,4,0,4,1,1,1,1,2,2,2,,1,1,1,1,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,,1,1,1,2,2,2,,2,2,,2,2,1,2,2,2,2,1,1,,2,2,2,2,,,,1,2,,2,1,1,2,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,2,1,2,1,2,2,2,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,115738998,0.479924654876574,1,23,2,5,2,1,0,1,1,1,1,1,4,4,4,4,0,4,2,1,2,,,,,,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,,,,,,,,2,2,2,,,,1,2,2,,2,1,2,,2,2,2,,,,2,1,1,1,1,2,2,2,2,,4,2,2,,1,2,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,166091458,0.529449538568474,1,28,2,5,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,2,2,2,,1,2,1,2,,,,,,,,,,,2,1,1,1,2,2,,,,,,,,,1,1,1,2,1,2,,2,1,2,1,2,1,1,1,1,2,,,,1,2,1,2,,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,2,1,2,,,1,2,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,1,2,2,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,194434444,0.451544172166041,2,24,2,4,1,2,0,1,1,1,1,1,4,4,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,1,2,3,2,2,2,2,,,,,,,,,2,1,1,3,2,2,,2,1,1,2,2,1,2,1,1,1,,,,5,2,3,2,,,,2,1,2,,1,2,,1,1,1,1,1,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,1,2,1,,,2,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,1,1,,1,1,3,,1,1,1,1,1,2,1,2,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,177155325,0.882415897614123,1,26,2,2,1,1,0,1,1,1,1,1,4,4,4,2,0,4,1,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,2,,,,,,,,,2,1,1,2,2,2,,2,2,,2,1,1,1,1,2,1,,,,2,3,3,1,1,1,2,2,2,,4,2,2,,1,1,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,2,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,4,2,,2,1,2,1,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,170954347,1.06492601205481,1,21,2,2,2,1,0,1,1,1,1,1,4,4,4,4,0,1,1,1,2,,,,,,,,,,,,,,,,,,,2,1,3,3,1,2,2,,,,,,,,,2,2,1,,,,,2,1,1,2,2,1,1,1,1,2,,,,1,1,4,2,,,,2,2,,2,1,1,2,1,1,1,1,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,2,,2,1,,3,2,,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,134622915,0.44094123076549,2,24,2,5,2,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,3,3,2,2,1,1,2,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,1,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,5,3,2,1,1,2,1,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,2,1,2,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,1,1,2,1,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,201905233,0.479924654876574,1,23,2,4,1,1,1,0,1,0,1,1,4,4,4,4,0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,1,2,,1,,,,,2,2,,2,,1,1,2,2,2,,,,5,2,2,2,,,,,,,,,,,1,1,2,,2,1,1,1,2,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,2,1,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,1,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,159293609,0.43696510208308,1,28,2,3,1,1,0,1,1,1,1,0,4,4,4,4,0,4,1,1,2,,,,,,,,,,,,,,,,,,,2,1,3,1,1,1,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,1,,2,2,2,,,,2,1,2,1,1,1,1,2,2,,4,2,2,,2,,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,2,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,188908204,0.209111149824947,2,26,2,5,1,1,1,1,1,1,0,1,4,4,4,1,1,1,1,1,1,1,1,1,2,,2,1,1,2,,,,,,,,,,,1,2,2,2,2,2,,,,,,,,,1,1,2,2,1,1,,2,2,,2,2,2,,2,2,2,,,2,4,3,2,2,,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,1,1,2,,,1,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,3,,1,2,1,1,1,2,2,2,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,193511348,0.551422165561292,2,27,2,2,1,1,0,0,0,0,1,1,4,4,4,4,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,,1,,,,,2,2,,2,,1,1,2,1,2,,,,1,1,2,2,,,,,,,,,,,1,1,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,1,1,2,2,2,1,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,144874789,0.371244581218504,2,25,2,2,1,2,0,1,1,1,1,1,2,4,4,4,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,,,,,,,,,2,2,2,,,,1,2,2,,2,1,1,,1,2,2,,,,3,2,2,2,,,,2,2,,4,2,2,,1,1,1,1,1,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,9,,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,2,2,,,,,,,,,
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,176569537,0.732805257717627,2,20,1,2,2,1,0,1,1,1,1,1,4,4,4,2,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,3,3,3,2,2,2,,,,,,,,,2,2,1,,,,,2,1,1,2,1,1,1,1,2,2,,,,5,3,1,2,,,,2,2,,4,2,2,,1,1,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,3,0,1,,,,,,,,,,,,,,2,2,2,1,,1,,1,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,174603681,0.87393020416616,1,25,2,5,2,1,0,0,0,0,1,1,2,4,4,2,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,,1,,,,,2,2,,2,,1,1,1,2,1,,,,1,1,3,1,1,1,,,,,,,,,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,1,2,2,1,,2,3,0,1,,,,,,,,,,,,,,2,2,1,4,1,2,,,2,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,1,1,2,1,1,2,2,1
2024,"Uganda","UGA","Sub-Saharan Africa (excluding high income)",27277834,151611788,1.4351379384577,1,57,1,3,1,1,0,1,1,1,1,1,4,2,2,2,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,3,3,3,2,2,2,,,,,,,,,2,2,1,,,,,2,2,,2,2,2,1,1,2,2,,,,4,2,4,2,,,,2,2,,4,2,2,,1,1,1,1,2,2,,,,,2,,,,,,,,,1,1,2,2,1,,,,,1,2,2,1,,2,1,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,1,2,2,1
