"year","economy","economycode","regionwb","pop_adult","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity","account_fin","account_mob","account","dig_account","borrowed","saved","receive_wages","receive_transfers","receive_pensions","receive_agriculture","merchantpay_dig","pay_utilities","domestic_remittances","anydigpayment","fin2","fin3","fin4","fin5","fin6","fin7","fin8","fin9a","fin9b","fin10","fin11_0","fin11_1","fin11_2","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin13_1","fin13a","fin13b","fin13c","fin13d","fin13e","fin13f","fin13f_1","fin14a","fin14b","fin14c","fin14d","fin14e","fin15","fin16","fin17a","fin17b","fin17c","fin17d","fin17e","fin17f","fin18","fin19","fin20","fin21","fin22a","fin22a_1","fin22b","fin22c","fin22d","fin22e","fin22f","fin22g","fin22h","fin23","fin24","fin24a","fin24b","fin24c","fin24d1","fin24d2","fin24d3","fin25e1","fin25e2","fin25e3","fin25e4","fin26a","fin26b","fin27","fh1","fin28","fh2","fin29","fh2a","fin30","fin31a","fin31b","fin31c","fin31d","fin32","fin33","fin34a","fin34b","fin34c","fin34d","fin35","fin36","fin36a","fin37","fin38","fin39a","fin39b","fin39c","fin39d","fin40","fin41","fin41a","fin42","fin43a","fin43b","fin43c","fin43d","fin44","fin45","internet_use","con1","con2a","con2b","con2c","con2d","con2e","con2f","con2g","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30a","con30b","con30c","con30d","con30e","con30f","con30g","con30h","con31a","con31b","con31c","con31d","con31e","con31f","con31g","con31h","con32"
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,193231460,1.05796785836671,2,21,2,3,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,2,2,,1,1,1,2,,,,,,,,,,,1,1,2,1,1,1,2,,,,,,,,1,2,2,2,2,2,,2,1,1,2,2,1,,2,2,1,,,,2,1,4,2,,,,1,1,2,,1,1,2,1,1,1,1,2,1,2,1,,,1,2,1,1,,,2,2,,1,2,1,2,,,1,2,,1,2,1,,,1,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,1,1,2,2,1,,1,1,1,,1,1,1,1,1,2,1,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,155279645,0.79196127609382,1,47,1,4,1,1,0,1,1,1,1,1,1,4,4,4,0,1,3,1,2,,,,,,,,,,,,,,,,,,,1,3,3,3,1,2,1,1,,,,,,,,2,2,1,,,,,2,2,,2,2,1,1,1,1,1,,,,2,1,4,2,,,,1,2,,4,1,2,,2,,2,,2,1,2,1,,,1,2,2,1,,,2,1,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,2,2,2,2,2,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,177128529,1.91438915518034,2,27,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,,1,1,1,1,,,,,,,,,,,2,2,1,1,1,1,2,,,,,,,,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,2,,,,1,1,2,,1,1,2,1,1,1,1,1,1,1,1,,,1,2,1,1,,,1,2,,1,2,2,1,,,2,2,,1,1,1,,,1,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,1,1,1,1,1,,1,1,2,,1,1,1,1,1,1,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,147964166,1.34109464924282,1,21,2,2,1,1,0,1,1,1,1,1,1,4,4,1,1,1,3,1,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,,,,,,,,2,1,1,1,1,2,,2,2,,2,1,2,1,2,1,1,,,,2,3,4,2,,,,1,1,1,,1,2,,2,,2,,2,1,2,1,,,1,2,2,1,,,2,2,,2,2,,,,,,,,1,2,1,,,1,5,1,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,1,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,7
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,150736215,1.17096737426991,1,38,1,2,1,2,0,1,1,1,0,0,1,4,4,4,1,4,3,1,2,,,,,,,,,,,,,,,,,,,1,2,3,2,1,1,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,2,1,4,2,,,,1,1,3,,2,2,,2,,2,,2,2,,,,,1,2,2,1,,,2,1,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,192823976,1.10244191324164,2,31,2,3,1,2,0,1,1,1,1,0,1,4,4,4,1,1,1,1,2,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,1,,1,2,1,,,,5,1,4,1,1,1,2,1,1,3,,1,2,,1,1,1,1,1,1,2,1,,,1,2,2,1,,,1,1,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,2,1,1,1,,1,,1,1,1,1,2,1,2,2,2,1,4,1,2,,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,179562689,0.770277387752127,1,34,1,3,1,1,1,1,1,1,1,1,4,4,4,2,1,1,3,1,2,2,1,3,3,2,2,2,2,2,,,,,,,,,,,1,1,3,1,1,2,,,,,,,,,2,2,1,,,,,2,2,,2,1,1,1,1,1,1,,,,1,1,4,2,,,,2,2,,1,1,1,1,2,,2,,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,5,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,1,1,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,123734705,0.878398085019218,2,24,3,4,1,1,1,1,1,1,1,1,1,4,4,1,0,1,1,1,2,2,2,2,3,,1,1,2,2,,,,,,,,,,,1,1,1,1,2,1,1,,,,,,,,1,1,2,2,1,2,,2,2,,2,1,1,,2,1,2,,,,2,2,2,2,,,,2,2,,1,1,2,,1,1,1,1,2,1,2,1,,,1,2,2,1,,,2,2,,2,2,,,,,,,,1,2,1,,,1,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,1,2,,2,1,,1,1,1,,2,2,1,1,1,2,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,170419458,0.349161563240163,1,32,3,5,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,1,,1,2,1,2,,,,,,,,,,,3,3,2,2,2,1,2,,,,,,,,1,1,1,2,1,2,,1,1,1,1,1,1,1,2,1,1,,,,4,2,3,1,1,1,2,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,2,1,2,,2,1,1,1,1,2,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,130377348,0.670284682349791,1,37,2,4,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,2,3,,1,1,1,2,,,,,,,,,,,1,1,2,1,1,1,2,,,,,,,,1,1,1,2,2,2,,2,1,1,1,2,1,2,2,1,1,,,,1,2,4,2,,,,1,1,1,,2,2,,1,1,1,1,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,1,2,1,,,1,5,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,156184092,0.742313018559328,1,21,2,4,2,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,2,1,1,3,1,,1,1,1,2,,,,,,,,,,,1,1,1,1,1,2,,,,,,,,,1,1,2,1,2,2,,2,1,1,2,1,1,,1,2,1,,,,2,1,1,2,,,,1,1,1,,1,2,,1,1,1,1,1,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,1,2,1,1,,1,1,1,,1,1,1,1,1,2,1,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,133181548,2.9111483478594,2,59,2,3,2,1,0,1,1,1,1,1,4,4,4,2,0,4,3,1,2,,,,,,,,,,,,,,,,,,,2,1,3,1,2,1,1,2,,,,,,,,1,1,2,3,2,2,,2,2,,2,1,2,,2,2,1,,,,5,1,4,2,,,,1,2,,4,1,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,5,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,1,1,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,115918403,1.00033958886412,1,43,2,4,2,1,0,1,1,1,1,1,4,4,4,4,1,1,1,1,2,,,,,,,,,,,,,,,,,,,2,2,3,2,1,2,1,2,,,,,,,,2,1,2,3,2,2,,2,2,,2,2,2,,2,2,1,,,2,2,1,4,2,,,,1,1,2,,1,2,,1,1,2,,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,1,2,2,2,1,4,1,4,,2,1,1,1,2,2,1,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,136971675,0.782059738139527,2,63,2,5,1,1,1,1,1,1,0,1,1,4,4,4,0,1,1,1,1,1,2,2,2,,1,2,1,2,,,,,,,,,,,5,2,2,2,1,2,,,,,,,,,1,1,2,2,1,1,,1,2,,2,2,2,,2,2,2,,,2,4,1,4,2,,,,2,2,,4,1,2,,1,1,1,2,2,1,1,1,,,1,2,1,2,,,1,1,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,2,,2,1,,4,2,,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,8
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,189844852,0.912846785851527,2,20,2,1,2,1,0,1,1,1,1,0,4,4,4,4,0,4,3,1,2,,,,,,,,,,,,,,,,,,,2,3,3,3,2,1,2,,,,,,,,,2,2,2,,,,2,2,1,2,2,2,2,,1,2,1,,,1,3,1,4,1,1,1,2,1,2,,2,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,1,,2,4,2,2,,,2,1,2,2,2,,2,2,2,,,,,1,2,1,1,2,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,150541373,0.331404980501671,1,34,2,2,2,1,0,1,1,1,1,1,4,4,4,1,0,1,3,1,2,,,,,,,,,,,,,,,,,,,1,2,2,3,1,1,1,2,,,,,,,,2,1,2,3,1,2,,2,1,2,2,2,1,,1,2,1,,,,5,1,2,2,,,,1,2,,1,1,2,,2,,2,,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,1,2,1,,,1,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,1,1,2,2,1,,2,1,2,,2,2,1,1,1,2,2,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,139110280,0.915323521199754,2,26,2,5,1,2,1,1,1,1,1,1,1,4,4,4,1,1,1,1,2,1,1,2,2,,1,2,1,2,,,,,,,,,,,1,1,1,2,1,1,2,,,,,,,,2,1,2,3,2,1,,1,1,2,1,1,1,,2,2,1,,,,4,2,2,1,1,1,1,1,1,2,,1,1,1,1,1,2,,1,1,2,1,,,1,2,1,2,,,1,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,1,1,2,1,1,,1,1,1,,1,1,1,1,1,2,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,127391110,1.63511525469681,2,24,2,3,2,1,0,1,1,1,1,1,1,4,4,4,1,1,3,1,2,,,,,,,,,,,,,,,,,,,1,3,3,2,1,2,2,,,,,,,,,2,1,2,3,2,2,,2,2,,2,2,1,,2,2,1,,,,2,3,3,2,,,,1,1,3,,1,2,,2,,2,,1,1,2,1,,,1,2,2,1,,,2,1,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,2,1,2,,1,1,1,1,1,2,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,174797184,1.7332968918988,2,39,1,4,1,1,1,1,1,1,1,1,1,4,4,4,1,4,3,1,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,,,,,,,,,2,2,2,,,,1,2,1,2,2,2,2,,2,2,1,,,2,5,2,4,2,,,,1,1,1,,1,1,1,2,,2,,2,2,,,,,1,2,1,1,,,1,2,,2,2,,,,,,,,2,,,,,,1,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,192251506,1.64511958275309,2,29,2,4,1,1,1,1,1,1,1,1,4,1,4,1,1,4,1,1,2,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,1,,,,,,,,2,2,1,,,,,2,1,2,2,1,2,2,1,2,2,,,,5,2,1,2,,,,1,1,3,,1,1,2,2,,1,1,1,2,,,,,2,,,,,,,,,1,2,1,2,,,2,2,,1,2,1,,,2,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,2,2,2,,2,1,,1,1,1,,2,1,1,1,1,2,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,205846336,1.11411878900942,2,18,2,2,1,1,1,1,1,1,1,1,4,1,4,4,1,4,1,1,2,,,,,,,,,,,,,,,,,,,1,3,3,3,1,2,1,2,,,,,,,,2,1,2,1,2,2,,2,2,,2,2,1,,2,2,1,,,,5,1,4,2,,,,1,1,3,,2,1,2,1,1,1,1,2,2,,,,,2,,,,,,,,,1,2,1,2,,,2,2,,2,,,,,,4,1,1,,,,,,,,,,,,,,2,2,2,1,,1,,1,1,1,1,2,2,,1,1,,4,1,4,,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,160987851,0.333203266687872,1,19,3,5,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,1,1,1,1,2,1,1,,,,,,,,1,1,1,2,1,2,,2,2,,2,2,1,1,2,2,2,1,2,,5,2,1,2,,,,1,1,2,,1,1,2,1,1,1,1,1,2,,,,,1,2,1,1,,,1,2,,1,2,1,1,,,2,1,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,1,1,,2,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,154576303,2.03204884872173,1,36,1,3,2,1,0,0,0,0,1,1,4,3,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,,2,2,,2,1,1,2,1,2,1,,,,4,1,3,1,1,2,1,1,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,1,2,2,2,2,2,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,114913533,0.984512284365138,2,26,2,5,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,2,1,3,3,1,1,2,1,2,,,,,,,,,,,3,1,1,1,1,2,,,,,,,,,1,1,1,1,2,2,,1,1,1,1,2,1,2,1,1,1,,,,4,2,1,2,,,,1,1,1,,1,2,,1,1,1,1,1,1,2,1,,,1,1,1,1,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,1,1,2,2,1,,1,1,1,,1,1,1,1,1,2,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,131764408,1.64344661414456,2,50,1,1,1,1,0,1,1,1,1,1,4,1,4,1,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,,,,,,,,2,1,1,1,1,2,,2,1,2,2,1,1,2,2,1,1,,,,2,3,4,2,,,,2,2,,4,1,2,,1,1,1,2,2,2,,,,,2,,,,,,,,,1,2,2,1,,,1,2,,1,2,1,,,2,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,1,1,1,1,,1,1,1,,2,2,2,1,2,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,180796072,1.52927429363189,1,22,2,2,2,2,1,1,1,1,1,1,4,4,4,4,1,4,3,1,2,1,2,4,3,2,2,1,1,2,,,,,,,,,,,1,2,2,1,1,1,1,,,,,,,,2,2,1,,,,,2,2,,2,2,1,2,2,2,1,,,,2,1,4,2,,,,1,1,2,,1,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,2,,2,1,1,1,1,2,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,181477778,0.559492197159322,1,36,2,4,1,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,1,2,1,3,3,2,2,2,1,2,,,,,,,,,,,1,2,1,1,1,1,2,,,,,,,,2,1,2,2,2,2,,2,2,,2,1,2,,1,1,1,,,,3,1,4,2,,,,1,1,3,,2,2,,1,1,1,1,2,2,,,,,1,1,1,2,,,2,1,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,2,1,1,2,2,1,,1,1,1,,2,2,1,2,2,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,190152684,0.658592298488748,2,40,2,3,1,1,1,1,1,1,1,1,4,4,4,1,0,4,3,1,2,1,2,3,3,1,2,2,2,2,,,,,,,,,,,3,3,3,1,1,1,1,,,,,,,,1,1,1,3,2,2,,2,2,,2,2,1,2,2,2,2,,,,1,2,2,2,,,,2,2,,4,1,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,1,2,,,1,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,4,1,4,,2,2,1,2,1,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,130871194,0.884671032285248,2,33,2,2,1,1,0,1,1,1,1,1,4,4,4,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,1,3,3,1,1,1,1,1,,,,,,,,2,1,1,3,2,2,,2,2,,2,2,1,2,1,2,1,,,,2,1,2,2,,,,1,1,1,,2,2,,1,1,1,2,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,1,3,1,1,,,,,,,,,,,,,,1,,1,2,,1,,1,1,1,1,2,2,,2,1,,2,1,2,,2,2,1,1,2,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,160737074,1.15981876091747,2,52,2,1,1,1,0,1,1,1,1,1,4,4,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,,,,,,,,,2,1,2,2,2,2,,2,1,1,2,1,1,,2,2,1,,,,2,1,4,1,1,1,2,1,1,1,,1,2,,1,1,1,1,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,1,2,1,,,2,5,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,116972133,0.963355965102333,1,50,1,4,1,1,0,1,1,1,0,0,4,4,4,4,0,4,2,1,2,,,,,,,,,,,,,,,,,,,1,3,2,2,1,1,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,4,1,4,2,,,,2,2,,4,2,2,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,2,2,,2,1,2,1,2,2,,,,,,,,,,,,,1,1,1,1,1,1,2,1,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,138279458,0.889469232324232,1,20,2,4,2,1,0,1,1,1,0,0,4,4,4,4,0,4,1,1,2,,,,,,,,,,,,,,,,,,,2,2,1,1,1,2,1,1,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,2,3,2,2,,,,1,2,,2,1,2,,2,,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,148642778,1.3814263802046,1,20,2,5,2,2,0,1,1,1,0,0,4,4,4,4,0,4,3,1,2,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,2,1,1,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,156380470,1.03658225034426,1,22,1,2,2,2,1,1,1,1,1,1,1,4,4,3,1,1,1,1,2,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,2,,,,,,,,,1,1,1,1,2,2,,2,2,,2,1,1,1,1,2,2,,,,4,1,4,1,1,1,1,1,1,2,,2,2,,1,1,1,1,1,1,1,1,,,1,2,2,1,,,2,2,,2,2,,,,,,,,1,2,2,2,2,1,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,2,1,2,,2,1,,2,1,2,,1,1,1,1,1,2,1,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,134924236,2.0533388763158,1,61,2,1,1,1,1,1,1,1,1,1,4,4,4,4,0,4,1,1,1,1,2,2,2,,1,2,2,2,,,,,,,,,,,3,3,3,2,1,2,,,,,,,,,1,2,2,3,2,2,,2,2,,2,2,2,,2,2,1,,,2,2,1,4,2,,,,2,2,,3,2,2,,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,0,1,,,,,,,,,,,,,,2,2,1,2,,1,,2,2,1,2,1,2,,2,2,2,,,,,,,,,,,,,2,1,2,1,2,1,2,2,4
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,147488365,1.17119744669229,2,20,2,3,2,2,0,1,1,1,1,0,4,1,4,4,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,3,3,1,2,2,2,,,,,,,,,2,2,2,,,,2,2,1,2,2,2,1,,2,2,2,,,,2,1,3,2,,,,2,2,,1,2,2,,1,1,1,1,2,2,,,,,2,,,,,,,,,1,2,2,1,,,1,1,,2,,,,,,5,1,1,,,,,,,,,,,,,,2,2,2,1,,2,,,1,2,,2,1,2,2,1,,3,2,,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,181641264,0.891515188172988,1,21,2,3,2,1,0,1,1,1,1,1,4,4,4,4,1,1,2,1,2,,,,,,,,,,,,,,,,,,,1,3,3,1,1,2,1,2,,,,,,,,2,1,1,3,2,2,,2,2,,2,2,1,2,2,2,1,,,,1,2,4,1,1,2,2,1,1,2,,1,2,,2,,1,2,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,2,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,149515197,1.38039298089141,1,17,2,1,2,1,0,1,1,1,1,1,4,4,4,4,0,4,3,1,2,,,,,,,,,,,,,,,,,,,2,3,3,3,1,1,2,,,,,,,,,2,2,1,,,,,2,1,1,2,2,1,2,2,2,2,,,,2,1,3,2,,,,2,2,,3,2,2,,2,,2,,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,2,1,1,1,1,1,1,2,3,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,121196114,0.489011952782269,2,35,2,4,1,2,1,1,1,1,1,0,1,4,4,4,1,1,3,1,2,2,1,2,2,,2,2,1,2,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,2,2,2,,,,2,1,2,,2,2,2,,2,2,1,,,2,5,1,2,2,,,,1,1,2,,2,2,,2,,2,,2,1,1,1,,,1,2,1,1,,,1,1,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,1,2,2,1,,2,1,2,,2,1,1,1,2,1,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,149610549,0.548783721173549,2,25,2,5,1,2,1,1,1,1,1,1,1,4,4,4,1,1,1,1,2,1,1,2,1,,1,1,1,2,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,1,1,2,1,1,2,,2,1,1,1,1,1,,2,2,2,,,,2,2,1,2,,,,1,1,1,,1,2,,1,1,1,2,2,1,1,1,,,1,2,1,1,,,1,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,1,1,,1,2,,1,1,1,1,1,1,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,118521366,1.58177202475665,1,31,1,1,1,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,2,1,2,,2,,,,2,2,1,2,2,,2,,1,2,2,,,2,7,,5,1,2,2,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2
