feature,importance
dig_account,0.4727495560121273
anydigpayment,0.35958507854196964
wgt,0.05074109414774749
internet_use,0.039615761355677064
age,0.03487757624685065
inc_q,0.022915918996313792
educ,0.01093624495837877
female,0.005407493682294034
urbanicity,0.0031712760586413255
reg_index,0.0
reg_cons_prot,0.0
reg_kyc_prop,0.0
reg_entry_lim,0.0
reg_max_lim,0.0
reg_agent_el,0.0
num_providers,0.0
earliest_launch,0.0
