feature,importance
dig_account,0.36200542055730583
anydigpayment,0.31952483264703374
wgt,0.08567978279888229
age,0.08015171223415966
inc_q,0.05481136184510642
internet_use,0.04326877716542238
educ,0.030475679705485374
female,0.015624626410258285
urbanicity,0.008457806636345988
reg_index,0.0
reg_cons_prot,0.0
reg_kyc_prop,0.0
reg_entry_lim,0.0
reg_max_lim,0.0
reg_agent_el,0.0
num_providers,0.0
earliest_launch,0.0
