feature,importance
dig_account,0.483868113161451
anydigpayment,0.38207971866066975
age,0.036478422631646475
wgt,0.03127285391546705
internet_use,0.02499701324955978
inc_q,0.018297993506001572
educ,0.013447116777892884
urbanicity,0.005746112205097709
female,0.003812655892213863
country_code,0.0
mmpi_2023,0.0
reg_index,0.0
reg_cons_prot,0.0
reg_kyc_prop,0.0
reg_entry_lim,0.0
reg_max_lim,0.0
reg_agent_el,0.0
num_providers,0.0
earliest_launch,0.0
